Industry Sector,Injury/Illness Year,Age Group,Gender,NoLostTime
Mining,2019,40-44,NA,1
Mining,2019,45-49,NA,0
Mining,2019,50-54,NA,0
Mining,2019,55-59,NA,0
Mining,2019,60-64,NA,1
Mining,2019,65+,NA,0
Mining,2019,NA,NA,0
Municipal,2011,15-19,NA,2
Municipal,2011,20-24,NA,4
Municipal,2011,25-29,NA,3
Municipal,2011,30-34,NA,3
Municipal,2011,35-39,NA,2
Municipal,2011,40-44,NA,2
Municipal,2011,45-49,NA,0
Municipal,2011,50-54,NA,1
Municipal,2011,55-59,NA,0
Municipal,2011,60-64,NA,0
Municipal,2011,65+,NA,0
Municipal,2011,NA,NA,0
Municipal,2012,15-19,NA,0
Municipal,2012,20-24,NA,1
Municipal,2012,25-29,NA,2
Municipal,2012,30-34,NA,0
Municipal,2012,35-39,NA,3
Municipal,2012,40-44,NA,0
Municipal,2012,45-49,NA,3
Municipal,2012,50-54,NA,2
Municipal,2012,55-59,NA,1
Municipal,2012,60-64,NA,0
Municipal,2012,65+,NA,0
Municipal,2012,NA,NA,0
Municipal,2013,15-19,NA,0
Municipal,2013,20-24,NA,0
Municipal,2013,25-29,NA,1
Municipal,2013,30-34,NA,0
Municipal,2013,35-39,NA,1
Municipal,2013,40-44,NA,1
Municipal,2013,45-49,NA,1
Municipal,2013,50-54,NA,1
Municipal,2013,55-59,NA,0
Municipal,2013,60-64,NA,1
Municipal,2013,65+,NA,0
Municipal,2013,NA,NA,1
Municipal,2014,15-19,NA,0
Municipal,2014,20-24,NA,0
Municipal,2014,25-29,NA,0
Municipal,2014,30-34,NA,1
Municipal,2014,35-39,NA,0
Municipal,2014,40-44,NA,1
Municipal,2014,45-49,NA,0
Municipal,2014,50-54,NA,1
Municipal,2014,55-59,NA,1
Municipal,2014,60-64,NA,1
Municipal,2014,65+,NA,1
Municipal,2014,NA,NA,0
Municipal,2015,15-19,NA,2
Municipal,2015,20-24,NA,0
Municipal,2015,25-29,NA,0
Municipal,2015,30-34,NA,1
Municipal,2015,35-39,NA,1
Municipal,2015,40-44,NA,0
Municipal,2015,45-49,NA,1
Municipal,2015,50-54,NA,0
Municipal,2015,55-59,NA,1
Municipal,2015,60-64,NA,0
Municipal,2015,65+,NA,1
Municipal,2015,NA,NA,0
Municipal,2016,15-19,NA,0
Municipal,2016,20-24,NA,0
Municipal,2016,25-29,NA,0
Municipal,2016,30-34,NA,0
Municipal,2016,35-39,NA,1
Municipal,2016,40-44,NA,1
Municipal,2016,45-49,NA,0
Municipal,2016,50-54,NA,0
Municipal,2016,55-59,NA,0
Municipal,2016,60-64,NA,0
Municipal,2016,65+,NA,0
Municipal,2016,NA,NA,0
Municipal,2017,15-19,NA,0
Municipal,2017,20-24,NA,0
Municipal,2017,25-29,NA,0
Municipal,2017,30-34,NA,1
Municipal,2017,35-39,NA,0
Municipal,2017,40-44,NA,1
Municipal,2017,45-49,NA,0
Municipal,2017,50-54,NA,0
Municipal,2017,55-59,NA,1
Municipal,2017,60-64,NA,0
Municipal,2017,65+,NA,0
Municipal,2017,NA,NA,0
Municipal,2018,15-19,NA,0
Municipal,2018,20-24,NA,0
Municipal,2018,25-29,NA,0
Municipal,2018,30-34,NA,0
Municipal,2018,35-39,NA,0
Municipal,2018,40-44,NA,0
Municipal,2018,45-49,NA,0
Municipal,2018,50-54,NA,0
Municipal,2018,55-59,NA,0
Municipal,2018,60-64,NA,0
Municipal,2018,65+,NA,0
Municipal,2018,NA,NA,0
Municipal,2019,15-19,NA,0
Municipal,2019,20-24,NA,0
Municipal,2019,25-29,NA,0
Municipal,2019,30-34,NA,0
Municipal,2019,35-39,NA,0
Municipal,2019,40-44,NA,2
Municipal,2019,45-49,NA,0
Municipal,2019,50-54,NA,0
Municipal,2019,55-59,NA,0
Municipal,2019,60-64,NA,0
Municipal,2019,65+,NA,0
Municipal,2019,NA,NA,0
Primary Metals,2011,15-19,NA,0
Primary Metals,2011,20-24,NA,1
Primary Metals,2011,25-29,NA,0
Primary Metals,2011,30-34,NA,0
Primary Metals,2011,35-39,NA,2
Primary Metals,2011,40-44,NA,0
Primary Metals,2011,45-49,NA,1
Primary Metals,2011,50-54,NA,2
Primary Metals,2011,55-59,NA,1
Primary Metals,2011,60-64,NA,1
Primary Metals,2011,65+,NA,2
Primary Metals,2011,NA,NA,0
Primary Metals,2012,15-19,NA,0
Primary Metals,2012,20-24,NA,0
Primary Metals,2012,25-29,NA,0
Primary Metals,2012,30-34,NA,0
Primary Metals,2012,35-39,NA,0
Primary Metals,2012,40-44,NA,3
Primary Metals,2012,45-49,NA,0
Primary Metals,2012,50-54,NA,2
Primary Metals,2012,55-59,NA,0
Primary Metals,2012,60-64,NA,0
Primary Metals,2012,65+,NA,1
Primary Metals,2012,NA,NA,0
Primary Metals,2013,15-19,NA,1
Primary Metals,2013,20-24,NA,1
Primary Metals,2013,25-29,NA,0
Primary Metals,2013,30-34,NA,1
Primary Metals,2013,35-39,NA,0
Primary Metals,2013,40-44,NA,0
Primary Metals,2013,45-49,NA,1
Primary Metals,2013,50-54,NA,1
Primary Metals,2013,55-59,NA,0
Primary Metals,2013,60-64,NA,1
Primary Metals,2013,65+,NA,0
Primary Metals,2013,NA,NA,0
Primary Metals,2014,15-19,NA,0
Primary Metals,2014,20-24,NA,0
Primary Metals,2014,25-29,NA,2
Primary Metals,2014,30-34,NA,1
Primary Metals,2014,35-39,NA,1
Primary Metals,2014,40-44,NA,1
Primary Metals,2014,45-49,NA,0
Primary Metals,2014,50-54,NA,1
Primary Metals,2014,55-59,NA,2
Primary Metals,2014,60-64,NA,1
Primary Metals,2014,65+,NA,0
Primary Metals,2014,NA,NA,0
Primary Metals,2015,15-19,NA,0
Primary Metals,2015,20-24,NA,0
Primary Metals,2015,25-29,NA,2
Primary Metals,2015,30-34,NA,1
Primary Metals,2015,35-39,NA,0
Primary Metals,2015,40-44,NA,0
Primary Metals,2015,45-49,NA,1
Primary Metals,2015,50-54,NA,1
Primary Metals,2015,55-59,NA,0
Primary Metals,2015,60-64,NA,0
Primary Metals,2015,65+,NA,1
Primary Metals,2015,NA,NA,0
Primary Metals,2016,15-19,NA,0
Primary Metals,2016,20-24,NA,0
Primary Metals,2016,25-29,NA,2
Primary Metals,2016,30-34,NA,0
Primary Metals,2016,35-39,NA,0
Primary Metals,2016,40-44,NA,0
Primary Metals,2016,45-49,NA,0
Primary Metals,2016,50-54,NA,0
Primary Metals,2016,55-59,NA,0
Primary Metals,2016,60-64,NA,0
Primary Metals,2016,65+,NA,0
Primary Metals,2016,NA,NA,0
Primary Metals,2017,15-19,NA,0
Primary Metals,2017,20-24,NA,1
Primary Metals,2017,25-29,NA,0
Primary Metals,2017,30-34,NA,0
Primary Metals,2017,35-39,NA,0
Primary Metals,2017,40-44,NA,1
Primary Metals,2017,45-49,NA,0
Primary Metals,2017,50-54,NA,0
Primary Metals,2017,55-59,NA,0
Primary Metals,2017,60-64,NA,0
Primary Metals,2017,65+,NA,0
Primary Metals,2017,NA,NA,0
Primary Metals,2018,15-19,NA,0
Primary Metals,2018,20-24,NA,0
Primary Metals,2018,25-29,NA,0
Primary Metals,2018,30-34,NA,0
Primary Metals,2018,35-39,NA,0
Primary Metals,2018,40-44,NA,0
Primary Metals,2018,45-49,NA,0
Primary Metals,2018,50-54,NA,0
Primary Metals,2018,55-59,NA,0
Primary Metals,2018,60-64,NA,0
Primary Metals,2018,65+,NA,0
Primary Metals,2018,NA,NA,0
Primary Metals,2019,15-19,NA,0
Primary Metals,2019,20-24,NA,0
Primary Metals,2019,25-29,NA,1
Primary Metals,2019,30-34,NA,1
Primary Metals,2019,35-39,NA,0
Primary Metals,2019,40-44,NA,0
Primary Metals,2019,45-49,NA,1
Primary Metals,2019,50-54,NA,0
Primary Metals,2019,55-59,NA,0
Primary Metals,2019,60-64,NA,0
Primary Metals,2019,65+,NA,0
Primary Metals,2019,NA,NA,0
Pulp & Paper,2011,15-19,NA,0
Pulp & Paper,2011,20-24,NA,1
Pulp & Paper,2011,25-29,NA,0
Pulp & Paper,2011,30-34,NA,0
Pulp & Paper,2011,35-39,NA,0
Pulp & Paper,2011,40-44,NA,1
Pulp & Paper,2011,45-49,NA,2
Pulp & Paper,2011,50-54,NA,0
Pulp & Paper,2011,55-59,NA,2
Pulp & Paper,2011,60-64,NA,0
Pulp & Paper,2011,65+,NA,4
Pulp & Paper,2011,NA,NA,0
Pulp & Paper,2012,15-19,NA,0
Pulp & Paper,2012,20-24,NA,0
Pulp & Paper,2012,25-29,NA,0
Pulp & Paper,2012,30-34,NA,0
Pulp & Paper,2012,35-39,NA,0
Pulp & Paper,2012,40-44,NA,0
Pulp & Paper,2012,45-49,NA,0
Pulp & Paper,2012,50-54,NA,1
Pulp & Paper,2012,55-59,NA,2
Pulp & Paper,2012,60-64,NA,0
Pulp & Paper,2012,65+,NA,2
Pulp & Paper,2012,NA,NA,0
Pulp & Paper,2013,15-19,NA,0
Pulp & Paper,2013,20-24,NA,1
Pulp & Paper,2013,25-29,NA,0
Pulp & Paper,2013,30-34,NA,0
Pulp & Paper,2013,35-39,NA,0
Pulp & Paper,2013,40-44,NA,0
Pulp & Paper,2013,45-49,NA,0
Pulp & Paper,2013,50-54,NA,0
Pulp & Paper,2013,55-59,NA,0
Pulp & Paper,2013,60-64,NA,0
Pulp & Paper,2013,65+,NA,0
Pulp & Paper,2013,NA,NA,0
Pulp & Paper,2014,15-19,NA,0
Pulp & Paper,2014,20-24,NA,2
Pulp & Paper,2014,25-29,NA,1
Pulp & Paper,2014,30-34,NA,1
Pulp & Paper,2014,35-39,NA,0
Pulp & Paper,2014,40-44,NA,0
Pulp & Paper,2014,45-49,NA,0
Pulp & Paper,2014,50-54,NA,0
Pulp & Paper,2014,55-59,NA,0
Pulp & Paper,2014,60-64,NA,0
Pulp & Paper,2014,65+,NA,0
Pulp & Paper,2014,NA,NA,0
Pulp & Paper,2015,15-19,NA,0
Pulp & Paper,2015,20-24,NA,0
Pulp & Paper,2015,25-29,NA,0
Pulp & Paper,2015,30-34,NA,0
Pulp & Paper,2015,35-39,NA,0
Pulp & Paper,2015,40-44,NA,0
Pulp & Paper,2015,45-49,NA,0
Pulp & Paper,2015,50-54,NA,0
Pulp & Paper,2015,55-59,NA,0
Pulp & Paper,2015,60-64,NA,1
Pulp & Paper,2015,65+,NA,0
Pulp & Paper,2015,NA,NA,0
Pulp & Paper,2016,15-19,NA,0
Pulp & Paper,2016,20-24,NA,0
Pulp & Paper,2016,25-29,NA,1
Pulp & Paper,2016,30-34,NA,0
Pulp & Paper,2016,35-39,NA,0
Pulp & Paper,2016,40-44,NA,0
Pulp & Paper,2016,45-49,NA,0
Pulp & Paper,2016,50-54,NA,1
Pulp & Paper,2016,55-59,NA,0
Pulp & Paper,2016,60-64,NA,0
Pulp & Paper,2016,65+,NA,0
Pulp & Paper,2016,NA,NA,0
Pulp & Paper,2017,15-19,NA,0
Pulp & Paper,2017,20-24,NA,0
Pulp & Paper,2017,25-29,NA,0
Pulp & Paper,2017,30-34,NA,0
Pulp & Paper,2017,35-39,NA,0
Pulp & Paper,2017,40-44,NA,0
Pulp & Paper,2017,45-49,NA,0
Pulp & Paper,2017,50-54,NA,0
Pulp & Paper,2017,55-59,NA,0
Pulp & Paper,2017,60-64,NA,0
Pulp & Paper,2017,65+,NA,0
Pulp & Paper,2017,NA,NA,0
Pulp & Paper,2018,15-19,NA,0
Pulp & Paper,2018,20-24,NA,1
Pulp & Paper,2018,25-29,NA,0
Pulp & Paper,2018,30-34,NA,0
Pulp & Paper,2018,35-39,NA,0
Pulp & Paper,2018,40-44,NA,0
Pulp & Paper,2018,45-49,NA,0
Pulp & Paper,2018,50-54,NA,0
Pulp & Paper,2018,55-59,NA,0
Pulp & Paper,2018,60-64,NA,0
Pulp & Paper,2018,65+,NA,0
Pulp & Paper,2018,NA,NA,0
Pulp & Paper,2019,15-19,NA,0
Pulp & Paper,2019,20-24,NA,2
Pulp & Paper,2019,25-29,NA,0
Pulp & Paper,2019,30-34,NA,0
Pulp & Paper,2019,35-39,NA,0
Pulp & Paper,2019,40-44,NA,0
Pulp & Paper,2019,45-49,NA,1
Pulp & Paper,2019,50-54,NA,0
Pulp & Paper,2019,55-59,NA,0
Pulp & Paper,2019,60-64,NA,0
Pulp & Paper,2019,65+,NA,0
Pulp & Paper,2019,NA,NA,1
Schedule 2,2011,15-19,NA,7
Schedule 2,2011,20-24,NA,18
Schedule 2,2011,25-29,NA,20
Schedule 2,2011,30-34,NA,19
Schedule 2,2011,35-39,NA,16
Schedule 2,2011,40-44,NA,22
Schedule 2,2011,45-49,NA,29
Schedule 2,2011,50-54,NA,22
Schedule 2,2011,55-59,NA,15
Schedule 2,2011,60-64,NA,7
Schedule 2,2011,65+,NA,8
Schedule 2,2011,NA,NA,1
Schedule 2,2012,15-19,NA,7
Schedule 2,2012,20-24,NA,14
Schedule 2,2012,25-29,NA,12
Schedule 2,2012,30-34,NA,16
Schedule 2,2012,35-39,NA,8
Schedule 2,2012,40-44,NA,10
Schedule 2,2012,45-49,NA,15
Schedule 2,2012,50-54,NA,17
Schedule 2,2012,55-59,NA,6
Schedule 2,2012,60-64,NA,3
Schedule 2,2012,65+,NA,3
Schedule 2,2012,NA,NA,1
Schedule 2,2013,15-19,NA,3
Schedule 2,2013,20-24,NA,8
Schedule 2,2013,25-29,NA,11
Schedule 2,2013,30-34,NA,14
Schedule 2,2013,35-39,NA,5
Schedule 2,2013,40-44,NA,10
Schedule 2,2013,45-49,NA,10
Schedule 2,2013,50-54,NA,15
Schedule 2,2013,55-59,NA,7
Schedule 2,2013,60-64,NA,2
Schedule 2,2013,65+,NA,10
Schedule 2,2013,NA,NA,3
Schedule 2,2014,15-19,NA,1
Schedule 2,2014,20-24,NA,11
Schedule 2,2014,25-29,NA,13
Schedule 2,2014,30-34,NA,3
Schedule 2,2014,35-39,NA,11
Schedule 2,2014,40-44,NA,5
Schedule 2,2014,45-49,NA,14
Schedule 2,2014,50-54,NA,15
Schedule 2,2014,55-59,NA,12
Schedule 2,2014,60-64,NA,6
Schedule 2,2014,65+,NA,3
Schedule 2,2014,NA,NA,1
Schedule 2,2015,15-19,NA,6
Schedule 2,2015,20-24,NA,6
Schedule 2,2015,25-29,NA,16
Schedule 2,2015,30-34,NA,8
Schedule 2,2015,35-39,NA,14
Schedule 2,2015,40-44,NA,10
Schedule 2,2015,45-49,NA,15
Schedule 2,2015,50-54,NA,16
Schedule 2,2015,55-59,NA,11
Schedule 2,2015,60-64,NA,10
Schedule 2,2015,65+,NA,3
Schedule 2,2015,NA,NA,2
Schedule 2,2016,15-19,NA,2
Schedule 2,2016,20-24,NA,1
Schedule 2,2016,25-29,NA,0
Schedule 2,2016,30-34,NA,4
Schedule 2,2016,35-39,NA,1
Schedule 2,2016,40-44,NA,2
Schedule 2,2016,45-49,NA,7
Schedule 2,2016,50-54,NA,6
Schedule 2,2016,55-59,NA,3
Schedule 2,2016,60-64,NA,2
Schedule 2,2016,65+,NA,2
Schedule 2,2016,NA,NA,0
Schedule 2,2017,15-19,NA,0
Schedule 2,2017,20-24,NA,0
Schedule 2,2017,25-29,NA,4
Schedule 2,2017,30-34,NA,3
Schedule 2,2017,35-39,NA,3
Schedule 2,2017,40-44,NA,3
Schedule 2,2017,45-49,NA,1
Schedule 2,2017,50-54,NA,5
Schedule 2,2017,55-59,NA,2
Schedule 2,2017,60-64,NA,1
Schedule 2,2017,65+,NA,0
Schedule 2,2017,NA,NA,0
Schedule 2,2018,15-19,NA,0
Schedule 2,2018,20-24,NA,5
Schedule 2,2018,25-29,NA,1
Schedule 2,2018,30-34,NA,1
Schedule 2,2018,35-39,NA,2
Schedule 2,2018,40-44,NA,2
Schedule 2,2018,45-49,NA,0
Schedule 2,2018,50-54,NA,1
Schedule 2,2018,55-59,NA,1
Schedule 2,2018,60-64,NA,0
Schedule 2,2018,65+,NA,0
Schedule 2,2018,NA,NA,0
Schedule 2,2019,15-19,NA,0
Schedule 2,2019,20-24,NA,3
Schedule 2,2019,25-29,NA,2
Schedule 2,2019,30-34,NA,6
Schedule 2,2019,35-39,NA,2
Schedule 2,2019,40-44,NA,3
Schedule 2,2019,45-49,NA,2
Schedule 2,2019,50-54,NA,2
Schedule 2,2019,55-59,NA,2
Schedule 2,2019,60-64,NA,2
Schedule 2,2019,65+,NA,2
Schedule 2,2019,NA,NA,0
Services,2011,15-19,NA,68
Services,2011,20-24,NA,102
Services,2011,25-29,NA,64
Services,2011,30-34,NA,27
Services,2011,35-39,NA,38
Services,2011,40-44,NA,27
Services,2011,45-49,NA,30
Services,2011,50-54,NA,33
Services,2011,55-59,NA,20
Services,2011,60-64,NA,17
Services,2011,65+,NA,8
Services,2011,NA,NA,3
Services,2012,15-19,NA,41
Services,2012,20-24,NA,70
Services,2012,25-29,NA,27
Services,2012,30-34,NA,17
Services,2012,35-39,NA,17
Services,2012,40-44,NA,25
Services,2012,45-49,NA,28
Services,2012,50-54,NA,15
Services,2012,55-59,NA,24
Services,2012,60-64,NA,14
Services,2012,65+,NA,16
Services,2012,NA,NA,6
Services,2013,15-19,NA,30
Services,2013,20-24,NA,56
Services,2013,25-29,NA,29
Services,2013,30-34,NA,13
Services,2013,35-39,NA,12
Services,2013,40-44,NA,20
Services,2013,45-49,NA,16
Services,2013,50-54,NA,14
Services,2013,55-59,NA,14
Services,2013,60-64,NA,12
Services,2013,65+,NA,8
Services,2013,NA,NA,5
Services,2014,15-19,NA,38
Services,2014,20-24,NA,66
Services,2014,25-29,NA,42
Services,2014,30-34,NA,20
Services,2014,35-39,NA,19
Services,2014,40-44,NA,22
Services,2014,45-49,NA,20
Services,2014,50-54,NA,35
Services,2014,55-59,NA,15
Services,2014,60-64,NA,8
Services,2014,65+,NA,5
Services,2014,NA,NA,4
Services,2015,15-19,NA,51
Services,2015,20-24,NA,89
Services,2015,25-29,NA,43
Services,2015,30-34,NA,29
Services,2015,35-39,NA,14
Services,2015,40-44,NA,22
Services,2015,45-49,NA,22
Services,2015,50-54,NA,22
Services,2015,55-59,NA,19
Services,2015,60-64,NA,15
Services,2015,65+,NA,9
Services,2015,NA,NA,5
Services,2016,15-19,NA,8
Services,2016,20-24,NA,13
Services,2016,25-29,NA,12
Services,2016,30-34,NA,8
Services,2016,35-39,NA,0
Services,2016,40-44,NA,5
Services,2016,45-49,NA,8
Services,2016,50-54,NA,8
Services,2016,55-59,NA,9
Services,2016,60-64,NA,5
Services,2016,65+,NA,5
Services,2016,NA,NA,0
Services,2017,15-19,NA,19
Services,2017,20-24,NA,26
Services,2017,25-29,NA,16
Services,2017,30-34,NA,4
Services,2017,35-39,NA,8
Services,2017,40-44,NA,4
Services,2017,45-49,NA,3
Services,2017,50-54,NA,6
Services,2017,55-59,NA,3
Services,2017,60-64,NA,1
Services,2017,65+,NA,2
Services,2017,NA,NA,0
Services,2018,15-19,NA,4
Services,2018,20-24,NA,4
Services,2018,25-29,NA,6
Services,2018,30-34,NA,2
Services,2018,35-39,NA,0
Services,2018,40-44,NA,2
Services,2018,45-49,NA,0
Services,2018,50-54,NA,4
Services,2018,55-59,NA,1
Services,2018,60-64,NA,0
Services,2018,65+,NA,1
Services,2018,NA,NA,0
Services,2019,15-19,NA,14
Services,2019,20-24,NA,18
Services,2019,25-29,NA,19
Services,2019,30-34,NA,9
Services,2019,35-39,NA,3
Services,2019,40-44,NA,1
Services,2019,45-49,NA,4
Services,2019,50-54,NA,2
Services,2019,55-59,NA,3
Services,2019,60-64,NA,0
Services,2019,65+,NA,0
Services,2019,NA,NA,0
Transportation,2011,15-19,NA,10
Transportation,2011,20-24,NA,16
Transportation,2011,25-29,NA,11
Transportation,2011,30-34,NA,3
Transportation,2011,35-39,NA,4
Transportation,2011,40-44,NA,10
Transportation,2011,45-49,NA,11
Transportation,2011,50-54,NA,11
Transportation,2011,55-59,NA,4
Transportation,2011,60-64,NA,7
Transportation,2011,65+,NA,1
Transportation,2011,NA,NA,2
Transportation,2012,15-19,NA,0
Transportation,2012,20-24,NA,6
Transportation,2012,25-29,NA,4
Transportation,2012,30-34,NA,4
Transportation,2012,35-39,NA,3
Transportation,2012,40-44,NA,3
Transportation,2012,45-49,NA,5
Transportation,2012,50-54,NA,4
Transportation,2012,55-59,NA,6
Transportation,2012,60-64,NA,6
Transportation,2012,65+,NA,4
Transportation,2012,NA,NA,0
Transportation,2013,15-19,NA,2
Transportation,2013,20-24,NA,9
Transportation,2013,25-29,NA,5
Transportation,2013,30-34,NA,4
Transportation,2013,35-39,NA,2
Transportation,2013,40-44,NA,8
Transportation,2013,45-49,NA,5
Transportation,2013,50-54,NA,8
Transportation,2013,55-59,NA,4
Transportation,2013,60-64,NA,1
Transportation,2013,65+,NA,2
Transportation,2013,NA,NA,0
Transportation,2014,15-19,NA,6
Transportation,2014,20-24,NA,11
Transportation,2014,25-29,NA,8
Transportation,2014,30-34,NA,3
Transportation,2014,35-39,NA,5
Transportation,2014,40-44,NA,8
Transportation,2014,45-49,NA,7
Transportation,2014,50-54,NA,7
Transportation,2014,55-59,NA,4
Transportation,2014,60-64,NA,3
Transportation,2014,65+,NA,4
Transportation,2014,NA,NA,0
Transportation,2015,15-19,NA,3
Transportation,2015,20-24,NA,26
Transportation,2015,25-29,NA,11
Transportation,2015,30-34,NA,10
Transportation,2015,35-39,NA,3
Transportation,2015,40-44,NA,5
Transportation,2015,45-49,NA,5
Transportation,2015,50-54,NA,9
Transportation,2015,55-59,NA,7
Transportation,2015,60-64,NA,3
Transportation,2015,65+,NA,4
Transportation,2015,NA,NA,3
Transportation,2016,15-19,NA,1
Transportation,2016,20-24,NA,4
Transportation,2016,25-29,NA,4
Transportation,2016,30-34,NA,2
Transportation,2016,35-39,NA,1
Transportation,2016,40-44,NA,1
Transportation,2016,45-49,NA,1
Transportation,2016,50-54,NA,2
Transportation,2016,55-59,NA,4
Transportation,2016,60-64,NA,1
Transportation,2016,65+,NA,3
Transportation,2016,NA,NA,0
Transportation,2017,15-19,NA,1
Transportation,2017,20-24,NA,3
Transportation,2017,25-29,NA,0
Transportation,2017,30-34,NA,2
Transportation,2017,35-39,NA,0
Transportation,2017,40-44,NA,2
Transportation,2017,45-49,NA,1
Transportation,2017,50-54,NA,0
Transportation,2017,55-59,NA,1
Transportation,2017,60-64,NA,0
Transportation,2017,65+,NA,2
Transportation,2017,NA,NA,0
Transportation,2018,15-19,NA,2
Transportation,2018,20-24,NA,0
Transportation,2018,25-29,NA,2
Transportation,2018,30-34,NA,1
Transportation,2018,35-39,NA,0
Transportation,2018,40-44,NA,0
Transportation,2018,45-49,NA,0
Transportation,2018,50-54,NA,1
Transportation,2018,55-59,NA,1
Transportation,2018,60-64,NA,0
Transportation,2018,65+,NA,0
Transportation,2018,NA,NA,0
Transportation,2019,15-19,NA,0
Transportation,2019,20-24,NA,3
Transportation,2019,25-29,NA,3
Transportation,2019,30-34,NA,5
Transportation,2019,35-39,NA,1
Transportation,2019,40-44,NA,1
Transportation,2019,45-49,NA,1
Transportation,2019,50-54,NA,1
Transportation,2019,55-59,NA,1
Transportation,2019,60-64,NA,0
Transportation,2019,65+,NA,0
Transportation,2019,NA,NA,0
